,Unnamed: 0,originaldata_id,tokens_input_ids,tokens_input,tokens_merged,attention,label,rationale_binary
415,415,r2-0019881,"[1, 94164, 268, 8869, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Hipsters', 'approve.']","['Hipsters', 'approve.']","[0.40507944598367535, 0.2633406446271772]",positive,"[1, 0]"
416,416,r2-0019882,"[1, 279, 364, 10206, 269, 272, 278, 280, 268, 324, 1123, 272, 646, 7044, 399, 274, 409, 269, 266, 1719, 260, 345, 332, 298, 1005, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'only', 'caution', 'is', 'that', ""it's"", 'so', 'popular', 'that', 'getting', 'seating', 'where', 'you', 'want', 'is', 'a', 'challenge.', 'We', 'were', 'not', 'happy.']","['The', 'only', 'caution', 'is', 'that', ""it's"", 'so', 'popular', 'that', 'getting', 'seating', 'where', 'you', 'want', 'is', 'a', 'challenge.', 'We', 'were', 'not', 'happy.']","[0.9061634370064274, 0.43183148814403327, 0.46567120021865377, 0.5797677221353665, 0.5946599256734918, 0.5983155513111709, 0.4879737594675516, 0.47083197146472383, 0.45563072088029033, 0.4680543804060755, 0.5027806800384459, 0.4194122814720035, 0.42641661254271135, 0.4410778082682449, 0.4586630399709556, 0.45663294744219557, 0.5972181386377385, 0.6946371851783645, 0.46024540361260735, 1.0083119113370145, 0.4776168138318616]",negative,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]"
417,417,r2-0019883,"[1, 951, 1231, 278, 288, 305, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Not', 'worth', 'it', 'at', 'all.']","['Not', 'worth', 'it', 'at', 'all.']","[0.40274605313376116, 0.43688824491187517, 0.3718250095792895, 0.40352978705273224, 0.3790994057720679]",negative,"[0, 1, 0, 0, 0]"
418,418,r2-0019884,"[1, 273, 849, 264, 424, 352, 262, 2420, 261, 304, 278, 284, 4838, 335, 273, 464, 278, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'wanted', 'to', 'go', 'into', 'the', 'bathroom,', 'but', 'it', 'was', 'terrible', 'when', 'I', 'did', 'it.']","['I', 'wanted', 'to', 'go', 'into', 'the', 'bathroom,', 'but', 'it', 'was', 'terrible', 'when', 'I', 'did', 'it.']","[0.5165603383378179, 0.4076543905494747, 0.43133171284766303, 0.4466713566541231, 0.44619042534756786, 0.606572076211299, 0.5373400818402051, 0.6493037972033929, 0.5081146319521228, 0.5022202209340838, 0.518532045890644, 0.4356616191914942, 0.4440308504699418, 0.39447046623995236, 0.4293237975720257]",negative,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]"
419,419,r2-0019885,"[1, 273, 296, 2374, 882, 264, 291, 792, 272, 303, 331, 266, 567, 425, 515, 416, 278, 284, 650, 4728, 268, 24682, 396, 267, 262, 737, 2458, 280, 268, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'will', 'miss', 'coming', 'to', 'this', 'building', 'that', 'has', 'been', 'a', 'second', 'home', 'since', 'before', 'it', 'was', 'called', 'Eds', 'Tavern', 'back', 'in', 'the', 'early', ""2000's.""]","['I', 'will', 'miss', 'coming', 'to', 'this', 'building', 'that', 'has', 'been', 'a', 'second', 'home', 'since', 'before', 'it', 'was', 'called', 'Eds', 'Tavern', 'back', 'in', 'the', 'early', ""2000's.""]","[0.6238276366261393, 0.42387972211991154, 0.4869327708901192, 0.4385847558850679, 0.5256154566113276, 0.5614478801174099, 0.44658437524939204, 0.5322765094378752, 0.574023346660185, 0.5291214470622159, 0.7487571350226405, 0.4861792580229154, 0.42802920719376464, 0.4833495490191707, 0.46211240441979656, 0.5131231004674551, 0.5976034701686226, 0.4861237346581061, 0.41242285305598186, 0.42551057892285327, 0.454853221622394, 0.3835439700079989, 0.6155551306509013, 0.8246840536758494, 0.45721584080769695]",positive,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]"
420,420,r2-0019887,"[1, 279, 45446, 284, 298, 904, 263, 490, 298, 2996, 264, 351, 339, 373, 338, 333, 264, 312, 2570, 264, 365, 278, 1444, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'Tailor', 'was', 'not', 'professional', 'and', 'does', 'not', 'explained', 'to', 'me', 'what', 'she', 'would', 'do', 'to', 'my', 'dress', 'to', 'make', 'it', 'exactly']","['The', 'Tailor', 'was', 'not', 'professional', 'and', 'does', 'not', 'explained', 'to', 'me', 'what', 'she', 'would', 'do', 'to', 'my', 'dress', 'to', 'make', 'it', 'exactly']","[0.8641130164662252, 0.5016674331072634, 0.5750774843177171, 0.4413262545629477, 0.42896096218688745, 0.6626362309508311, 0.494732809858243, 0.42011305578309094, 0.5466733327466593, 0.4872963778877012, 0.45343102921450223, 0.5154041777751645, 0.49791136457601437, 0.4513336388603078, 0.49843838217487163, 0.5639176196556024, 0.4870742969062076, 0.4682569110311615, 0.4700085722645111, 0.4323936723646707, 0.4539927881461399, 0.40059149619487927]",negative,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
421,421,r2-0019889,"[1, 1899, 326, 301, 332, 422, 284, 266, 395, 824, 263, 262, 26782, 284, 7417, 263, 262, 645, 284, 348, 283, 7417, 260, 790, 306, 286, 353, 979, 263, 758, 284, 29173, 263, 2727, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Last', 'time', 'we', 'were', 'here', 'was', 'a', 'year', 'ago', 'and', 'the', 'waitress', 'was', 'horrible', 'and', 'the', 'food', 'was', 'just', 'as', 'horrible.', 'Now', 'they', 'have', 'new', 'staff', 'and', 'everything', 'was', 'peaches', 'and', 'cream.']","['Last', 'time', 'we', 'were', 'here', 'was', 'a', 'year', 'ago', 'and', 'the', 'waitress', 'was', 'horrible', 'and', 'the', 'food', 'was', 'just', 'as', 'horrible.', 'Now', 'they', 'have', 'new', 'staff', 'and', 'everything', 'was', 'peaches', 'and', 'cream.']","[0.6142082653273246, 0.464170748960888, 0.48313916952544683, 0.5431514463854916, 0.45141018510860353, 0.6252976889562324, 0.6607942013177192, 0.42580722279617156, 0.593618876827788, 0.7315046827436916, 0.8126195760901829, 0.6061306674576915, 0.565510207309854, 0.47947947258294477, 0.7392769453573554, 0.845901475128135, 0.4331561700852163, 0.588032870984895, 0.4442452952778258, 0.43594679131930403, 0.4446719499746407, 1.1297674227871295, 0.49037785599264394, 0.4776392856559424, 0.43762194012671074, 0.3658271674574791, 0.4432993518433416, 0.7334446498925012, 0.4714797344970739, 0.5548410521236067, 0.5452569037725056, 0.6222126739486203]",positive,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]"
422,422,r2-0019890,"[1, 503, 393, 357, 264, 351, 274, 488, 422, 263, 273, 296, 333, 290, 268, 260, 325, 284, 785, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['She', 'then', 'said', 'to', 'me', 'you', 'come', 'here', 'and', 'I', 'will', 'do', 'yours.', 'It', 'was', 'fun.']","['She', 'then', 'said', 'to', 'me', 'you', 'come', 'here', 'and', 'I', 'will', 'do', 'yours.', 'It', 'was', 'fun.']","[0.5533391286702524, 0.3723108637647681, 0.5048873401081317, 0.494848911961819, 0.4815542452249118, 0.49953075020018434, 0.4273540967558921, 0.4620602559255936, 0.6597505441192761, 0.49865366480732676, 0.488083891928643, 0.4462929142503496, 0.5789668027681545, 0.4429869625884837, 0.9233874307327437, 0.4902180013131588]",positive,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]"
423,423,r2-0019893,"[1, 273, 330, 266, 1539, 4130, 275, 13911, 263, 32024, 260, 325, 284, 2968, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'had', 'a', 'deep', 'dish', 'with', 'sausage', 'and', 'meatballs.', 'It', 'was', 'delicious.']","['I', 'had', 'a', 'deep', 'dish', 'with', 'sausage', 'and', 'meatballs.', 'It', 'was', 'delicious.']","[0.47452332601887637, 0.40288155696353706, 0.5584595302133977, 0.35910810452238057, 0.4139823561747297, 0.3938066243968631, 0.450954580669901, 0.48244608645355047, 0.4742916666835971, 0.7146277467543333, 0.4336782142645109, 0.41658261327367657]",positive,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]"
424,424,r2-0019894,"[1, 345, 332, 5814, 1496, 2166, 979, 515, 278, 269, 768, 557, 292, 312, 425, 304, 301, 332, 3193, 278, 284, 262, 8847, 54494, 2226, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['We', 'were', 'expecting', 'wonderful', 'friendly', 'staff', 'since', 'it', 'is', 'minutes', 'away', 'from', 'my', 'home', 'but', 'we', 'were', 'surprised', 'it', 'was', 'the', 'oppositie']","['We', 'were', 'expecting', 'wonderful', 'friendly', 'staff', 'since', 'it', 'is', 'minutes', 'away', 'from', 'my', 'home', 'but', 'we', 'were', 'surprised', 'it', 'was', 'the', 'oppositie']","[0.6129859031586155, 0.45436687823461697, 0.4536607994857219, 0.3588956997338324, 0.3607983509031515, 0.406455401995868, 0.41964874153598486, 0.5013420718088436, 0.5630732617602107, 0.48348577645190116, 0.47769369335440587, 0.4859017774397653, 0.48680118390770855, 0.39625807062752555, 0.46114525533202755, 0.4703779102112842, 0.4681226360288115, 0.49481060626261203, 0.485304939312662, 0.5584692476302066, 0.7788254386375013, 0.5068666295947296]",negative,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
425,425,r2-0019895,"[1, 279, 470, 269, 92638, 540, 263, 7213, 2418, 261, 275, 262, 4444, 272, 281, 1735, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['The', 'place', 'is', 'alway', 'full', 'and', 'stays', 'busy,', 'with', 'the', 'drinks', 'that', 'are', 'served.']","['The', 'place', 'is', 'alway', 'full', 'and', 'stays', 'busy,', 'with', 'the', 'drinks', 'that', 'are', 'served.']","[0.7484420450875795, 0.4379420614271462, 0.5037896938587539, 0.4576473520656516, 0.37912108027023667, 0.5385730841474959, 0.41765944368090363, 0.4063293648523629, 0.647579131085588, 0.478641351133213, 0.622227708815831, 0.4619787079504686, 0.39737031291634783, 0.45542645801393655]",positive,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]"
426,426,r2-0019896,"[1, 1244, 264, 308, 1250, 277, 41597, 2055, 263, 310, 1104, 264, 262, 60778, 1250, 260, 790, 306, 281, 7937, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['First', 'to', 'their', 'location', 'on', 'Thunderbird', 'Road', 'and', 'more', 'recently', 'to', 'the', 'Arrowhead', 'location.', 'Now', 'they', 'are', 'homeless']","['First', 'to', 'their', 'location', 'on', 'Thunderbird', 'Road', 'and', 'more', 'recently', 'to', 'the', 'Arrowhead', 'location.', 'Now', 'they', 'are', 'homeless']","[0.5047711312595482, 0.48100934241703613, 0.5601655986940619, 0.4531093846609205, 0.39325883794301236, 0.36623997452821405, 0.3840034175867277, 0.6265153214205164, 0.3580607052388288, 0.4394770407523873, 0.5287843135486145, 0.6737156353969769, 0.3896488044769581, 0.37863124306035767, 0.923628101075782, 0.429553522725965, 0.45479744479320466, 0.4827950343974753]",negative,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
427,427,r2-0019897,"[1, 443, 281, 305, 378, 17854, 32646, 277, 262, 1405, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['There', 'are', 'all', 'these', 'humorous', 'plaques', 'on', 'the', 'wall.']","['There', 'are', 'all', 'these', 'humorous', 'plaques', 'on', 'the', 'wall.']","[0.4978865482259071, 0.4497207404563101, 0.4051451369535202, 0.4525462688516631, 0.3300750330235312, 0.39691148976946267, 0.35869915064664876, 0.4733177194730494, 0.41191839672477565]",neutral,"[1, 0, 0, 1, 0, 0, 0, 1, 0]"
428,428,r2-0019898,"[1, 51855, 1110, 281, 461, 400, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Entrees', 'are', 'too', 'much.']","['Entrees', 'are', 'too', 'much.']","[0.47345423142250026, 0.3580004406419054, 0.34359813668478956, 0.38270329133027137]",negative,"[1, 0, 0, 0]"
429,429,r2-0019899,"[1, 48876, 41440, 645, 702, 280, 297, 16046, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Dunkin', 'Donuts', 'food', ""doesn't"", 'disappoint.']","['Dunkin', 'Donuts', 'food', ""doesn't"", 'disappoint.']","[0.480649588966426, 0.36452882645478313, 0.2893614030527775, 0.36309932818393326, 0.3286462386072779]",positive,"[1, 0, 0, 0, 0]"
430,430,r2-0019901,"[1, 369, 274, 849, 491, 1227, 261, 274, 330, 410, 770, 267, 3612, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['If', 'you', 'wanted', 'something', 'extra,', 'you', 'had', 'best', 'believe', 'in', 'magic.']","['If', 'you', 'wanted', 'something', 'extra,', 'you', 'had', 'best', 'believe', 'in', 'magic.']","[0.5054258855928258, 0.43678923114402485, 0.38344745019933346, 0.40236481941766716, 0.38568372733783723, 0.6485062456214364, 0.43722882777639877, 0.434407827571353, 0.4172758066959449, 0.5015200269279411, 0.45856783036525245]",positive,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
431,431,r2-0019902,"[1, 68067, 569, 352, 262, 20464, 270, 266, 717, 264, 365, 347, 326, 1633, 438, 312, 1553, 284, 3167, 267, 299, 3198, 260, 329, 269, 266, 426, 470, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['Popped', 'into', 'the', 'bookstore', 'for', 'a', 'bit', 'to', 'make', 'some', 'time', 'pass', 'while', 'my', 'wife', 'was', 'nearby', 'in', 'an', 'appointment.', 'This', 'is', 'a', 'great', 'place.']","['Popped', 'into', 'the', 'bookstore', 'for', 'a', 'bit', 'to', 'make', 'some', 'time', 'pass', 'while', 'my', 'wife', 'was', 'nearby', 'in', 'an', 'appointment.', 'This', 'is', 'a', 'great', 'place.']","[0.6024060382036968, 0.37784013997609467, 0.4275026509336615, 0.7432284353241844, 0.5496174699506147, 0.5607425507078189, 0.6425925058640195, 0.5165831450830937, 0.5256675107102841, 0.42602800214750447, 0.4400260209595317, 0.4286903217464527, 0.4443911988786434, 0.4356901912826147, 0.4244437183240175, 0.4318923010428627, 0.5290432661817094, 0.4536538161072525, 0.5728322271935842, 0.5346314276991289, 0.5181900164036822, 1.0597026500164792, 0.5418960319648511, 0.5541811819214519, 0.6924918399080948]",positive,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
432,432,r2-0019903,"[1, 273, 3233, 262, 1481, 263, 278, 13450, 10211, 260, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['I', 'ordered', 'the', 'regular', 'and', 'it', 'tasted', 'nasty.']","['I', 'ordered', 'the', 'regular', 'and', 'it', 'tasted', 'nasty.']","[0.40675158594754773, 0.40881414551593115, 0.4850073591432488, 0.36479704003051167, 0.4642883855244262, 0.37818078073369504, 0.4208945239451129, 0.36962987711929857]",negative,"[0, 0, 1, 0, 1, 0, 0, 0]"
433,433,r2-0019907,"[1, 545, 267, 305, 261, 301, 330, 266, 5380, 2867, 422, 260, 2959, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['All', 'in', 'all,', 'we', 'had', 'a', 'pleasant', 'meal', 'here.', 'incredible']","['All', 'in', 'all,', 'we', 'had', 'a', 'pleasant', 'meal', 'here.', 'incredible']","[0.6104270816991665, 0.49150317584803277, 0.49580086752641644, 0.6348391172011641, 0.44666148934102523, 0.3989070662918603, 0.5240959666161694, 0.4141710055838209, 0.4105580763733137, 0.30167285391057863]",positive,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
